Customer_ID,Account_Age_Days,Login_Frequency,Daily_Usage_Mins,Plan_Tier,Support_Tickets_90Days,API_Utilization_Rate,Churn,Support_Ticket_Friction
27ecb3eb-cb16-46d6-9d4d-df0dc1f81105,615,Daily,99,Basic,1,0.82,0,0.01
08ec70b7-b329-4db8-aa16-d1b3736a4d4f,228,Daily,53,Enterprise,1,0.55,0,0.018518518518518517
ec382186-e0f1-4d9c-925f-2e9e0adcb988,464,Daily,57,Pro,3,0.1,0,0.05172413793103448
da17d74e-4479-40ce-8c30-485946728a6e,446,Daily,33,Enterprise,2,0.51,0,0.058823529411764705
1297d11f-915d-484d-8fdb-ac3cc7ade2e8,884,Daily,55,Basic,8,0.86,0,0.14285714285714285
e8c2cc02-0183-4b44-b5b1-652478450123,524,Weekly,1,Basic,0,0.55,1,0.0
b612afa9-159a-4fb2-abdb-c7661f4f37bb,339,Rarely,9,Basic,0,0.19,1,0.0
4ae2aef1-fb3a-4b9d-ac9f-803574e6cabd,687,Daily,15,Enterprise,1,0.79,0,0.0625
59b99135-b28f-470c-bbe9-1d1ffbb7f23c,886,Weekly,38,Basic,0,0.51,0,0.0
e3a6cf3a-b389-47f8-92f9-c96ebc91f900,463,Weekly,24,Basic,0,0.43,1,0.0
dfdc423c-cc23-49dd-85ea-7339db56cf5e,361,Daily,41,Pro,8,0.54,1,0.19047619047619047
7f297c37-5d05-4a90-a4db-ac3cff789e0f,240,Rarely,10,Pro,1,0.27,1,0.09090909090909091
41baf40b-36cb-4fec-9d15-b1045bcfbb3b,263,Daily,89,Enterprise,2,0.6,0,0.022222222222222223
4c9c9344-e43c-469c-880d-1fa965bd48cb,983,Weekly,24,Pro,1,0.43,0,0.04
8b7704df-241a-4dc7-8cc5-72639f5516b1,940,Daily,96,Pro,0,0.37,0,0.0
9efe8116-728f-489a-9552-ff7426ca6431,714,Rarely,9,Pro,3,0.53,1,0.3
cbf849ad-a1d8-4d1a-b74e-a58eff945847,101,Daily,53,Pro,3,0.01,1,0.05555555555555555
3f17364b-591b-43cd-864e-5875b1c096f6,527,Daily,54,Pro,0,0.99,0,0.0
52c24c75-6679-4ba2-b386-29658ea7362e,141,Weekly,15,Pro,1,0.28,0,0.0625
3a0310bb-4e41-41e7-93e5-13463e7d8fe3,253,Weekly,3,Basic,18,0.67,0,4.5
2d978c03-44ed-4497-b833-dcb8e0425b9b,151,Rarely,14,Enterprise,0,0.61,0,0.0
8a0eddd8-db4e-43c5-869e-c7358d8798bc,426,Weekly,7,Basic,0,0.44,1,0.0
74f1c298-c999-4bcf-8a03-eb7d481c2a68,396,Weekly,37,Basic,0,0.63,0,0.0
4b4ff341-b353-4378-840e-592cffd8f1e7,236,Weekly,20,Pro,4,0.4,0,0.19047619047619047
a6b53213-09f0-4f7b-96f5-e375801d6f56,1076,Daily,49,Basic,12,0.8,0,0.24
5a836490-0948-4ece-85ff-9e16b1b8b7a3,359,Weekly,51,Basic,1,0.56,0,0.019230769230769232
a9843162-488c-4b52-b441-bc516442a8a9,440,Weekly,47,Basic,1,0.4,0,0.020833333333333332
de6bc24f-328c-4b90-afac-661eb402e247,761,Daily,30,Basic,15,0.59,0,0.4838709677419355
5c89c2e3-7ede-40d8-b024-9bff74bbe440,1004,Daily,19,Pro,1,0.48,0,0.05
8baaa87a-0083-45a7-9eb7-2c6fd1e14b3e,1005,Daily,100,Pro,2,0.57,0,0.019801980198019802
9947eb4f-968f-4b00-9e07-81b4d4f2982e,598,Daily,90,Pro,9,0.62,0,0.0989010989010989
c956c0c5-71a3-43f3-8ab8-35f4bcd57f46,986,Weekly,1,Basic,0,0.5,1,0.0
d2de4f73-1d48-4951-8209-9afcc2e220ec,527,Daily,38,Basic,5,0.34,0,0.1282051282051282
30f4d14d-a1e4-456d-a54e-bad638c88bfe,561,Weekly,29,Enterprise,3,0.43,1,0.1
c083914f-4231-4846-a101-28e403a482a6,140,Weekly,14,Pro,1,0.76,0,0.06666666666666667
dfa943f6-6f0a-4faf-a17d-881335e0a83e,531,Weekly,14,Pro,1,0.7,0,0.06666666666666667
caf4827b-c1a9-4591-b316-8bc36059269b,1060,Rarely,14,Pro,2,0.06,1,0.13333333333333333
cbc97efc-d5a5-4b05-866c-746138a45dfd,883,Daily,43,Pro,0,0.75,0,0.0
4ff8fad1-5405-423d-bf48-b65b7610febb,918,Daily,29,Pro,0,0.7,0,0.0
aa53705e-0450-486b-b104-b7faf821110c,490,Weekly,24,Enterprise,2,0.73,0,0.08
cf80ae4e-057a-4b2c-ae8e-33ac060b9b89,602,Daily,113,Basic,1,0.39,1,0.008771929824561403
a74565ec-394a-44b5-93c1-f28e6a081d80,664,Daily,65,Enterprise,0,0.66,0,0.0
29c5aaec-09b4-4bc1-ac73-720feaf7fc06,870,Daily,43,Pro,1,0.69,0,0.022727272727272728
9072261a-644c-4b21-9b65-d74971291e88,673,Weekly,1,Basic,1,0.61,1,0.5
1c268f25-b778-47b8-a771-9f7e60da1dea,157,Daily,25,Pro,1,0.82,0,0.038461538461538464
c4cf3a80-cbbe-47c5-8340-ef8d149607a7,113,Weekly,21,Enterprise,1,0.64,0,0.045454545454545456
d5fc6b5b-4775-447a-b49b-721d107c2581,608,Weekly,8,Basic,20,0.54,1,2.2222222222222223
3cbddf97-c9ff-4701-a979-2d2d341aa8fc,185,Rarely,11,Basic,10,0.19,1,0.8333333333333334
3ef2024d-a8b8-4c00-9f35-62c3ee2fdf52,993,Daily,104,Enterprise,2,0.99,0,0.01904761904761905
599b7a36-470a-47bd-95c8-ffbc50999dca,973,Daily,55,Basic,0,0.69,0,0.0
2b1bd39f-e0c4-4651-bd75-68274982ba49,201,Weekly,16,Basic,4,0.31,0,0.23529411764705882
e5600f43-5c1e-4315-9976-7674bd7a2e19,590,Daily,23,Basic,2,0.67,0,0.08333333333333333
2d9b3afc-264e-4068-b27c-e045294616ac,17,Weekly,32,Basic,2,0.49,0,0.06060606060606061
a1705718-50a5-40e5-acef-d52ed7304dad,1040,Weekly,19,Pro,1,0.35,1,0.05
851aa71f-e1e7-4c22-84f3-b593bbca09dc,55,Rarely,10,Pro,1,0.38,1,0.09090909090909091
fbd64070-8df0-48ce-bdad-4b8496dd8cd7,726,Weekly,10,Basic,16,0.64,1,1.4545454545454546
80ec097d-de50-48c3-b204-54069f7211c3,458,Weekly,3,Basic,4,0.5,0,1.0
c9649868-a993-4055-9f5a-2d053841201c,257,Weekly,9,Pro,1,0.24,1,0.1
36f95465-6306-46ae-b279-2b71113b1934,803,Daily,54,Enterprise,0,0.58,0,0.0
fb1c02e9-928b-49d1-98c2-38bf4ffce7f9,20,Weekly,43,Enterprise,3,0.47,1,0.06818181818181818
d5feec8d-c8f6-4cec-b1b7-493057d9221a,62,Weekly,10,Basic,4,0.13,1,0.36363636363636365
e88f5c23-59a5-4d18-ae26-059b6206e74b,833,Weekly,22,Pro,1,0.46,0,0.043478260869565216
735d1e79-6a60-4670-bf55-2bc6d1c346dd,288,Weekly,37,Enterprise,5,0.2,0,0.13157894736842105
cb5060ce-93bd-44c5-99b0-9cd7131ff0a1,988,Daily,45,Basic,7,0.22,0,0.15217391304347827
3faabf0b-b460-42db-a776-a2b97c52d05d,1066,Daily,51,Basic,16,0.57,0,0.3076923076923077
02075b8a-ec78-4809-aea5-f010b5598e2f,798,Weekly,53,Basic,2,0.56,0,0.037037037037037035
bff7488c-0696-4075-95d7-540a0fa37145,662,Weekly,42,Pro,0,0.89,0,0.0
1f041de2-189f-4a64-be01-2ed8c8d57095,616,Weekly,37,Pro,1,0.79,0,0.02631578947368421
7e8ab7a2-7571-4239-8b89-0abb56629a9d,1056,Daily,45,Basic,2,0.35,0,0.043478260869565216
241a025f-033b-4955-a64c-0edcac7a2037,112,Daily,112,Basic,0,0.99,0,0.0
0b92120f-3472-47a4-ada5-d8aff403283c,152,Daily,71,Basic,0,0.54,0,0.0
9f957a24-2785-4276-9314-51f542913777,840,Daily,49,Pro,1,0.47,0,0.02
a8c07640-982a-44c6-9d4a-48a8a7e2e853,797,Daily,33,Pro,1,0.68,0,0.029411764705882353
55690ebe-24d8-4af3-8336-d6358141ae5e,170,Daily,25,Pro,0,0.89,0,0.0
08404c54-64a1-4923-8d9e-8d25df28b40a,912,Weekly,39,Basic,3,0.46,0,0.075
558ea305-b360-4726-ae7c-8d99ac7d77bb,331,Daily,29,Basic,4,0.61,0,0.13333333333333333
a556cd3f-d830-4908-8de2-53a046fa61c2,712,Daily,40,Enterprise,1,0.68,0,0.024390243902439025
57565876-7cc7-4160-adc3-3af5e156c126,350,Rarely,5,Pro,0,0.43,1,0.0
f920e5a1-f0b8-40cd-a128-fb4cf962e9e2,598,Weekly,44,Basic,0,0.55,0,0.0
db3ff3b1-b619-4471-b8cb-2306c5820a47,447,Daily,38,Basic,0,0.22,0,0.0
db35606a-12ee-4011-bfb0-5d61d8a7c7e8,271,Daily,48,Pro,4,0.25,0,0.08163265306122448
7297e1af-1323-4611-a023-3a004778f01d,570,Daily,51,Pro,2,0.8,0,0.038461538461538464
bb7b8799-c20b-4adc-bbe3-1629da49beff,244,Daily,98,Pro,0,0.99,0,0.0
be2af142-ce1a-461b-955b-61be6a842be7,189,Daily,69,Pro,1,0.01,1,0.014285714285714285
44f1d93f-f909-46a1-a27c-d6c873c636b9,226,Daily,111,Enterprise,3,0.39,0,0.026785714285714284
bb20ce36-ed9b-41d4-875d-46c1334942e8,667,Daily,76,Pro,4,0.9,0,0.05194805194805195
32700a03-3c7d-4754-aa44-697694667e0f,1050,Daily,22,Pro,0,0.24,0,0.0
343c7992-882e-410b-8371-24f8ef59d90c,898,Daily,30,Pro,3,0.44,1,0.0967741935483871
881dae7d-86d5-4b57-8096-393ddebe7d5e,151,Daily,65,Enterprise,1,0.65,0,0.015151515151515152
e392be9d-842b-4c6e-8429-050354aa8ab6,290,Weekly,41,Basic,1,0.38,0,0.023809523809523808
1bb7a0de-ebdc-41b1-bf08-e3c492dfe282,680,Rarely,5,Pro,5,0.2,1,0.8333333333333334
004f8d1e-bd3d-4c1d-ba70-6917a204164e,763,Daily,110,Basic,4,0.75,0,0.036036036036036036
b2660667-0c40-4c3b-9739-1c915d80a2d5,250,Daily,53,Enterprise,1,0.6,0,0.018518518518518517
d37a23a8-1486-43ac-b35b-3dd643c23e84,1040,Weekly,11,Pro,3,0.27,1,0.25
f5c1ea95-09ef-44f8-9b84-af4e4366699c,340,Rarely,5,Pro,1,0.89,1,0.16666666666666666
8285c911-8ed6-4fa6-be69-38f5817c2657,1090,Daily,21,Enterprise,11,0.43,0,0.5
40769001-e16e-4274-b075-c7ac4053f1d5,527,Daily,58,Basic,11,0.1,1,0.1864406779661017
0c884246-0b0e-49ba-93ea-50f7827b7b41,1069,Rarely,1,Basic,1,0.51,0,0.5
0e3d9835-c125-48ef-a384-0f5c5edcde11,444,Weekly,2,Enterprise,12,0.08,1,4.0
c0398004-897b-4fa3-a303-b7045c80175d,233,Weekly,33,Basic,6,0.29,0,0.17647058823529413
ed3bfa55-b745-4e08-8bac-0f11ae45a819,257,Weekly,4,Basic,7,0.19,1,1.4
1f45946a-a6ed-4f96-8147-7aef34489f45,366,Daily,56,Enterprise,0,0.42,0,0.0
cdac0893-d5f1-4987-8915-9c957329aa73,405,Weekly,30,Enterprise,17,0.49,1,0.5483870967741935
e6c56e3c-2b4a-4324-93e4-58bcc29ce9ba,341,Daily,45,Pro,0,0.36,1,0.0
10445471-f5fa-422d-bed4-4c3609b311c8,9,Rarely,8,Basic,5,0.13,1,0.5555555555555556
26fa7b46-a246-48dc-b290-30882174b8ee,380,Weekly,51,Pro,1,0.66,0,0.019230769230769232
26e73d72-c6fe-4662-8b7a-a6934d7c5574,446,Weekly,15,Basic,2,0.37,1,0.125
1b563a97-f2de-4915-8ced-f05a67bfde22,925,Weekly,13,Enterprise,1,0.52,1,0.07142857142857142
134b7cc6-67e5-42cb-9be4-28181a3a7ce8,531,Rarely,13,Pro,2,0.52,0,0.14285714285714285
933563df-14e8-4135-a45a-c418e18a2cc7,891,Weekly,30,Basic,11,0.39,0,0.3548387096774194
fd873c4c-9b2f-49cf-8db9-575aafe6da3e,512,Daily,29,Basic,1,0.36,1,0.03333333333333333
c1645293-c8b9-4443-af74-28ed55c270b3,629,Daily,47,Pro,18,0.4,0,0.375
8126766c-68f8-4889-9a2a-b1e7d3959f33,489,Daily,72,Basic,0,0.32,0,0.0
e3b1d1ad-6b55-4422-90c2-19eb07cc98eb,988,Daily,85,Pro,3,0.85,0,0.03488372093023256
7b90c03d-6c8d-4d4e-a45b-5197cb1e3a0d,571,Daily,33,Enterprise,2,0.66,0,0.058823529411764705
554eef82-a93e-4f5c-af39-63a7238e3729,836,Rarely,6,Pro,0,0.72,1,0.0
41090716-9deb-4e2e-9060-abf250008eb5,1089,Daily,54,Pro,3,0.01,1,0.05454545454545454
fc80bef4-4403-4b1a-93a6-05429018dd3a,801,Daily,77,Basic,0,0.42,0,0.0
c252d17b-1874-455f-9c16-5cbfe16a7275,149,Daily,106,Basic,0,0.52,0,0.0
9f440fcd-77a1-4217-9404-99813e3ebff9,342,Weekly,6,Basic,1,0.52,1,0.14285714285714285
aa121bf3-71a1-4e55-9e7b-f826cae1cde5,806,Daily,109,Pro,11,0.63,0,0.1
d9bdfe0d-720e-4cbb-b836-d1d068c3bedf,607,Weekly,26,Basic,1,0.08,1,0.037037037037037035
469afb72-1be0-47f6-aa31-91119f5e4636,887,Daily,81,Basic,19,0.54,1,0.23170731707317074
5befa1ff-cbda-499b-a04d-cfb9f7bbb8a4,913,Weekly,5,Enterprise,0,0.54,0,0.0
5008f124-cd85-418d-a649-4170dc2bd022,85,Daily,50,Pro,2,0.53,0,0.0392156862745098
744a883a-839a-4b50-8306-c046666e4286,27,Daily,16,Pro,1,0.79,0,0.058823529411764705
703e8cb1-b47a-444c-bcba-ff1dfdbff520,410,Rarely,9,Enterprise,1,0.56,0,0.1
e473e178-9cda-4a66-bd4f-d0a10fe5f717,278,Daily,59,Basic,2,0.52,0,0.03333333333333333
73202e9b-f040-4727-bcba-4a643aca0437,535,Weekly,20,Basic,8,0.51,1,0.38095238095238093
9f07dc06-e26b-4464-8956-6a7daab7eeef,699,Rarely,3,Basic,2,0.01,1,0.5
ffd5a556-6a5a-4f71-ae70-bc1c1d5dad12,499,Rarely,14,Pro,3,0.47,1,0.2
c4814e8c-b57f-40a6-8757-df541d15e621,802,Daily,66,Basic,0,0.42,0,0.0
12ff5116-3be0-40f4-9f72-b9c156cf4ba8,485,Rarely,12,Basic,2,0.39,1,0.15384615384615385
cd4831fa-dc93-4c2e-8342-f4668c99d6c6,366,Daily,59,Basic,0,0.44,0,0.0
52e432c2-d52c-4667-9471-a72fa6d8864f,250,Rarely,8,Basic,11,0.15,1,1.2222222222222223
d452f9d0-76b6-41fc-b2e4-5ceda332e63a,12,Weekly,52,Basic,3,0.54,0,0.05660377358490566
48acb123-f942-4db4-9796-2a1881d89af3,691,Daily,26,Pro,2,0.65,0,0.07407407407407407
762f4235-07b0-4787-8d02-687ad4595641,615,Weekly,16,Basic,1,0.89,0,0.058823529411764705
e040a73a-f3d9-4f82-8af9-535408c6acd2,986,Daily,116,Basic,2,0.64,0,0.017094017094017096
047ec4c6-963b-42d4-aacc-dd9f340f41f2,748,Daily,91,Pro,3,0.61,0,0.03260869565217391
27d7c0bd-d74d-43ae-91c6-303db5b7860c,573,Weekly,11,Basic,7,0.47,0,0.5833333333333334
33f1656c-dd4d-4f1e-8e70-0fd01c4e2570,859,Rarely,4,Pro,11,0.12,1,2.2
d196e3f5-dfd0-4276-b268-b68d32cc514c,747,Weekly,10,Pro,9,0.57,1,0.8181818181818182
a700d152-7bf3-419e-bfc2-51d6640c0286,335,Daily,58,Pro,0,0.29,0,0.0
bf171420-11ed-4bde-ad8c-9de92fddd61e,399,Rarely,2,Basic,3,0.16,1,1.0
d1c73e26-c73c-494c-b80d-41fa237e4e1c,839,Rarely,2,Basic,1,0.73,0,0.3333333333333333
559b10b6-e4d3-4a55-9cc7-c28e7413fd1f,776,Daily,18,Pro,0,0.34,0,0.0
78ddf3cd-b8f3-4bdd-8db7-a45532fe634a,67,Weekly,54,Pro,1,0.67,0,0.01818181818181818
ea576f91-fdbd-45c2-a799-b3bbc8d7227d,1010,Daily,52,Enterprise,1,0.72,0,0.018867924528301886
d8c86b10-7c2f-49a3-8e99-a4ccb0dfff4f,14,Weekly,2,Basic,1,0.76,1,0.3333333333333333
8f4ee33d-3a1c-4756-a7c3-8bd174cc43ad,697,Daily,44,Basic,3,0.61,0,0.06666666666666667
b0e2b5ee-7039-47b5-ad7f-ca627ff5fffe,522,Rarely,11,Basic,2,0.3,0,0.16666666666666666
016a1918-9928-49de-9f4a-1588fe2609b7,546,Weekly,37,Pro,3,0.14,0,0.07894736842105263
87ad18db-dee3-4d64-8483-f6938628429c,421,Daily,50,Basic,6,0.36,1,0.11764705882352941
40ac8022-d30d-442f-a2e7-8aeb8804e96d,551,Daily,50,Pro,4,0.99,0,0.0784313725490196
5efc9588-d61b-4ae3-abaa-2009e50fda95,792,Weekly,13,Pro,0,0.51,1,0.0
7dc0c175-44a1-44c5-bebe-d28d3c2b4aca,550,Weekly,47,Pro,3,0.21,1,0.0625
28532539-0d62-4ff5-b6a1-7ff6503e5d1b,500,Weekly,4,Pro,2,0.99,0,0.4
8b2dac02-974d-454c-aa4e-da8d2eddebb3,236,Daily,19,Enterprise,2,0.4,1,0.1
5473b61e-e230-4b36-95dc-8a4dd9c3cc8d,628,Weekly,55,Basic,2,0.21,0,0.03571428571428571
9701706e-de09-4075-aec0-363acbe69e22,989,Daily,73,Basic,1,0.73,0,0.013513513513513514
592b837b-6df9-4267-8009-b8a7d1c63e01,590,Weekly,42,Enterprise,1,0.55,1,0.023255813953488372
22ac8a7d-6fb0-429a-a3a3-d46450a43325,307,Daily,20,Basic,2,0.01,1,0.09523809523809523
b4477abd-4945-4701-8025-d9dcda082cdd,989,Weekly,7,Enterprise,0,0.29,1,0.0
8dfa4f5f-a204-4921-a93f-e4c70a4fd79f,835,Daily,61,Enterprise,5,0.27,0,0.08064516129032258
4b9b4d68-57bc-432a-b79f-ce6232a85ce9,314,Daily,33,Pro,0,0.67,0,0.0
44c62a65-ad12-49ac-9892-284af2dfd0e4,573,Weekly,21,Pro,12,0.18,1,0.5454545454545454
c1a55213-45fb-4770-bd4a-5e39b6819569,826,Daily,45,Pro,0,0.47,0,0.0
e1341cdb-3115-4e2f-87db-9a0acdc23405,511,Daily,73,Basic,1,0.76,0,0.013513513513513514
d931ad6a-f9fc-487a-bd00-805a82ecc4e4,8,Daily,40,Pro,1,0.99,0,0.024390243902439025
5dd2e5ad-d171-408c-9235-bd2e6b5d5af9,180,Weekly,20,Basic,1,0.74,0,0.047619047619047616
1baaac13-2a06-479b-be24-5aa54960f5fb,194,Weekly,14,Basic,7,0.4,1,0.4666666666666667
2190bee5-f773-4b43-ae2e-1245bed8e90f,726,Rarely,9,Basic,4,0.34,1,0.4
41ae30bc-19f4-4bb4-9879-6c59274f3a90,87,Daily,61,Pro,1,0.66,0,0.016129032258064516
1b9201e7-99e7-461c-be81-b7922a28d277,717,Daily,58,Pro,9,0.64,0,0.15254237288135594
